"fish_station","env_station","Fångstområde1","fish_geom","env_geom","distance_km"
"1","RA1","Råneå",c(22.4258017040844, 65.8373575872329),c(22.375, 65.8075),4.04663393127094
"1","RA2","Råneå",c(22.4258017040844, 65.8373575872329),c(22.4467, 65.73),11.9756310797357
"2","A13","Kinnbäcksfjärden",c(21.5333080397956, 65.0494287173971),c(22.0663, 64.7083),45.5174828291574
"3","B3","Holmön",c(20.8575505770536, 63.6759777325187),c(19.819, 63.4997),54.9810588274624
"3","B7","Holmön",c(20.8575505770536, 63.6759777325187),c(19.8082, 63.525),54.5281832046864
"4","B3","Norrbyn",c(19.8178530822559, 63.5319814502529),c(19.819, 63.4997),3.58998964573029
"4","B7","Norrbyn",c(19.8178530822559, 63.5319814502529),c(19.8082, 63.525),0.911904860569111
"5","GA1","Gaviksfjärden",c(18.238310762071, 62.8704649796393),c(18.2638, 62.8637),1.4955413396902
"6","C14","Långvindsfjärden",c(17.1639234821181, 61.4544309398392),c(18.5485, 62.0998),102.224351859778
